,ifsc_code,bank_id,bank_name,branch,addres,city,district,state
46688,ICIC0000666,8,ICICI BANK LIMITED,MAU,"ICICI BANK LTD ,PLOT NO 218, AZEEM GRIHAST PETROLIUM MIRJAHADDIPURA BYPASS ROAD MAU NATH BHANJAN,MAU. 275101",MAUNATHBHANJAN,MAU,UTTAR PRADESH
46689,ICIC0000667,8,ICICI BANK LIMITED,MEERUT - PALLAVPURAM,"ICICI BANK LTD , B-113, PALLAVPURAM, PHASE - I, MEERUT,250110",MEERUT,MEERUT,UTTAR PRADESH
46690,ICIC0000668,8,ICICI BANK LIMITED,SHAMLI,"ICICI BANK LTD , PLOT NO. 218, DAYANAND NAGAR, MEERUT ROAD, SHAMLI,247776",SHAMLI,MUZAFFARNAGAR,UTTAR PRADESH
46691,ICIC0000669,8,ICICI BANK LIMITED,RAMPUR,"ICICI BANK LTD., KASURI BAGH, NEAR DIAMOND TALKIES, CIVIL LINES, RAMPUR (U.P.),244 901",RAMPUR,RAMPUR,UTTAR PRADESH
46692,ICIC0000670,8,ICICI BANK LIMITED,KOCH BIHAR,"ICICI BANK LTD, KESAB ROAD, OPPOSITE KOCH BIHAR PALACE, KOCH BIHAR.736 101",KOCH BEHAR,KOCH BIHAR,WEST BENGAL
46693,ICIC0000671,8,ICICI BANK LIMITED,GUNTAKAL,"16-337, GUTTI ROAD, GUNTAKAL-DIST. - ANANTAPUR GUNTAKAL - 515801",GUNTAKAL,ANANTAPUR,ANDHRA PRADESH
46694,ICIC0000672,8,ICICI BANK LIMITED,HINDUPUR,"ICICI BANK LTD., 16-1-35 MF RAOD, OPP TO VINAYAKA TEMPLE, HINDUPUR.515 201",HINDUPUR,ANANTAPUR,ANDHRA PRADESH
46695,ICIC0000673,8,ICICI BANK LIMITED,MADANAPALLE,"ICICI BANK LTD, NO: 14-2-5-1, CTM ROAD, MADANAPALLE - 517 325, CHITTOOR DISTRICT, ANDHRA PRADESH",MADANAPALLE,CHITTOOR,ANDHRA PRADESH
46696,ICIC0000674,8,ICICI BANK LIMITED,CUDDAPAH,"ICICI BANK LTD., APTDC (TOURISM HOUSE), OPP: SP BUNGALOW, NEW BUS STAND ROAD, CUDDAPAH. 516 001",CUDDAPAH,CUDDAPAH,ANDHRA PRADESH
46697,ICIC0000675,8,ICICI BANK LIMITED,PRODDATUR,"ICICI BANK LTD., 3-1352/53, GANDHI ROAD, GANDHI CIRCLE, KADAPA DISTRICT, PRODDATUR.516360",PRODDATUR,CUDDAPAH,ANDHRA PRADESH
46698,ICIC0000676,8,ICICI BANK LIMITED,RAJAMPET,"6-319/A, RAILWAY STATION ROAD, RAJAMPET, CUDDAPAH DIST. 516 115",RAJAMPET,CUDDAPAH,ANDHRA PRADESH
46699,ICIC0000677,8,ICICI BANK LIMITED,ANAPARTHI,"ICICI BANK LTD., D NO 1-5-43, KARI SURI REDDY COMPLEX, CANNEL ROAD, ANAPARTHI.533342",ANAPARTHI,EAST GODAVARI,ANDHRA PRADESH
46700,ICIC0000678,8,ICICI BANK LIMITED,PEDDAPURAM,"ICICI BANK LTD., 6-1-20, VIJAYA MALAYAM, MAIN ROAD, PEDDAPURAM, EAST GODAVARI DISTRICT.533437",PEDDAPURAM,EAST GODAVARI,ANDHRA PRADESH
46701,ICIC0000679,8,ICICI BANK LIMITED,NARSARAOPET,"9-9-16, S S REDDY COMPLEX, BANK STREET, ARUNDALPET. 522 601",NARSARAOPET,GUNTUR,ANDHRA PRADESH
46702,ICIC0000680,8,ICICI BANK LIMITED,HYDERABAD - SRINAGAR COLONY,"ICICI BANK LTD., 68-3-231-W/73,MAIN ROAD, KRISHNA NAGAR, SRINAGAR COLONY, HYDERABAD.500081",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46703,ICIC0000681,8,ICICI BANK LIMITED,SECUNDERABAD - DIAMOND POINT,"PLOT 23, SV CHAMBERS, DIAMOND POINT, SIKH VILLAGE, SECUNDERABAD. 500 008",SECUNDERABAD CANTONMENT,HYDERABAD,ANDHRA PRADESH
46704,ICIC0000682,8,ICICI BANK LIMITED,GODAVARIKHANI,"ICICI BANK LTD ,H.NO. 5-6-140/D ,CHANDRA RESIDENCY,FCI X ROAD, JYOTHI NAGAR,GODAVARIKHANI,505215",GODAVARIKHANI,KARIMNAGAR,ANDHRA PRADESH
46705,ICIC0000683,8,ICICI BANK LIMITED,PEDDAPALLI,"1-2-85/2. PRAGATHI NAGAR, PEDDAPALLI DIST.KARIM NAGAR, A.P. PEDDAPALLI - 505172",PEDDAPALLI,KARIMNAGAR,ANDHRA PRADESH
46706,ICIC0000684,8,ICICI BANK LIMITED,KHAMMAM,"ICICI BANK LTD , 5-1/186/1, WYRA ROAD, SWARNA PLAZA, KHAMMAM. 507002",KHAMMAM,KHAMMAM,ANDHRA PRADESH
46707,ICIC0000685,8,ICICI BANK LIMITED,KOTHAGUDEM,"ICICI BANK LTD., 5-8-76, M. G ROAD, KOTHAGUDEM, DIST. KHAMMAM. 507101",KOTHAGUDEM,KHAMMAM,ANDHRA PRADESH
46708,ICIC0000686,8,ICICI BANK LIMITED,KANCHIKACHERLA,"D NO 7-35, SAI GANESH SHOPPING COMPLEX, KANCHIKACHARLA, KRISHNA DISTRICT.521 180",KANCHIKACHERLA,KRISHNA,ANDHRA PRADESH
46709,ICIC0000687,8,ICICI BANK LIMITED,ADONI,"21/173/A BESIDE SAIBABA TEMPLE, MAIN ROAD, ADONI, DIST.KURNOOL ADONI - 518301",ADONI,KURNOOL,ANDHRA PRADESH
46710,ICIC0000688,8,ICICI BANK LIMITED,NANDYAL,"ICICI BANK LTD., 25/142, SANJEEV NAGAR, NANDYAL. 518 501",NANDYAL,KURNOOL,ANDHRA PRADESH
46711,ICIC0000689,8,ICICI BANK LIMITED,MAHBUB NAGAR,"ICICI BANK LTD., 1-5-69/1,SHALIMAR COMPLEX, OPP T.V RELAY CENTER, NEW TOWN, MEHBUB NAGAR.509001",MAHBUBNAGAR,MAHBUBNAGAR,ANDHRA PRADESH
46712,ICIC0000690,8,ICICI BANK LIMITED,MEDAK,"ICICI BANK LTD., D.NO: 1-9-2/1/A, KRISHNA SAI COMPLEX, M.G. ROAD,MEDAK - 502 110, A.P.",MEDAK,MEDAK,ANDHRA PRADESH
46713,ICIC0000691,8,ICICI BANK LIMITED,SIDDIPET,"ICICI BANK LTD., P M IBRAHIM COMPLEX ,OPP: AMBEDKAR CHOWK, M H NO.8-1-120 TO 124 , SIDDIPET.502 103",SIDDIPET,MEDAK,ANDHRA PRADESH
46714,ICIC0000692,8,ICICI BANK LIMITED,GUDUR,"NO.14/16, I.C.S. ROAD, NELLORE DISTRICT, GUDUR , GUDUR - 524101",GUDUR,NELLORE,ANDHRA PRADESH
46715,ICIC0000693,8,ICICI BANK LIMITED,KAVALI,"D. NO. 8/1/14, AVS KALYANAMANDAPAM, GNT ROAD, KAVALI, NELLORE DISTRICT. 524 201",KAVALI,NELLORE,ANDHRA PRADESH
46716,ICIC0000694,8,ICICI BANK LIMITED,NAIDUPET,"ICICI BANK LTD, NO: 3-10-30, D S REDDY COMPLEX, GNT ROAD, NAIDUPETA - 524 126, NELLORE DISTRICT, ANDHRA PRADESH",NAIDUPET,NELLORE,ANDHRA PRADESH
46717,ICIC0000695,8,ICICI BANK LIMITED,ARMOOR,"ICICI BANK LTD., SHAILAJA COMPLEX, NEAR BUS STAND, ARMOOR -503224, DIST: NIZAMBAD, A.P.",ARMOOR,NIZAMABAD,ANDHRA PRADESH
46718,ICIC0000696,8,ICICI BANK LIMITED,KAMAREDDY,"ICICI BANK LTD , NO::5-4-126, PARSI COMPLEX,NH-07,BESIDE BHARAT PETROL PUMP,KAMAREDDY, NIZAMABAD DIST.,503111",KAMAREDDY,NIZAMABAD,ANDHRA PRADESH
46719,ICIC0000697,8,ICICI BANK LIMITED,KANDUKUR,"ICICI BANK LTD., D.NO 16-1-37, PAMUR ROAD, PRAKASHAM, KANDUKUR.523105",KANDUKUR,PRAKASAM,ANDHRA PRADESH
46720,ICIC0000698,8,ICICI BANK LIMITED,KANIGIRI,"ICICI BANK LTD., NO: 18/28/19A, KANDUKUR MAIN ROAD, KANIGIRI - 523 230, PRAKASAM DISTRICT, ANDHRA PRADESH",KANIGIRI,PRAKASAM,ANDHRA PRADESH
46721,ICIC0000699,8,ICICI BANK LIMITED,PALASA,"ICICI BANK LTD, 13-2-194, K.T.ROAD, PALASA,SRIKAKULAM DISTRICT.532221",PALASA,SRIKAKULAM,ANDHRA PRADESH
46722,ICIC0000700,8,ICICI BANK LIMITED,SRIKAKULAM,"SRI RAMA ARCHADE, NEW BRIDGE ROAD, NEAR DHARMANA TVS SHOW ROOM, DAY & NIGHT JUNCTION, SRIKAKULAM. 532 221",SRIKAKULAM,KRISHNA,ANDHRA PRADESH
46723,ICIC0000701,8,ICICI BANK LIMITED,PARVATHIPURAM,"ICICI BANK LTD., D NO 28-64, MAIN ROAD,PARVATHIPURAM, VIZIANAGARAM DISTRICT. 535 501",PARVATHIPURAM,VIZIANAGARAM,ANDHRA PRADESH
46724,ICIC0000702,8,ICICI BANK LIMITED,VIZIANAGARAM,"ICICI BANK LTD., D.NO:4-2-25/1, NCS THEATRE ROAD, KOTHA AGRAHARAM JUNCTION, VIZIANAGARAM - 535 001, A.P",VIZIANAGARAM,VIZIANAGARAM,ANDHRA PRADESH
46725,ICIC0000703,8,ICICI BANK LIMITED,JANGAON,"ICICI BANK LTD., D.NO:2-9-2, NEHRU PARK ROAD, JANGAON. 506167",JANGAON,WARANGAL,ANDHRA PRADESH
46726,ICIC0000704,8,ICICI BANK LIMITED,BHIMAVARAM,"ICICI BANK, KODANDA AMA COMPLEX, J.P ROAD, BHIMAVARAM. 534202",BHIMAVARAM,WEST GODAVARI,ANDHRA PRADESH
46727,ICIC0000705,8,ICICI BANK LIMITED,PALAKOL,"D NO 43-1-1, MANMOHAN MANSION, MG ROAD, WEST GODAVARI DISTRICT. 534 260",PALAKOL,WEST GODAVARI,ANDHRA PRADESH
46728,ICIC0000706,8,ICICI BANK LIMITED,ITANAGAR  ARUNACHAL PRADESH,"ICICI BANK LTD., ESS SECOR, NEAR JNK SCHOOL, NH- 52, A, ITANAGAR- 791111, ARUNACHAL PRADESH.",ITANAGAR,PAPUMPARE,ARUNACHAL PRADESH
46729,ICIC0000707,8,ICICI BANK LIMITED,NAGAON,"ICICI BANK LTD. ,NAGAON BRANCH, MANGLUNIA BHAWAN, A.T. ROAD, HAIBARGAON, NAGAON. 782002",NAGAON,NAGAON,ASSAM
46730,ICIC0000708,8,ICICI BANK LIMITED,BONGAIGAON  ASSAM,"ICICI BANK LTD., CHAPAGURI ROAD, AOC ROAD, BONGAIGAON- 783380, BONGAIGAON DIST., ASSAM.",BONGAIGAON,BONGAIGAON,ASSAM
46731,ICIC0000709,8,ICICI BANK LIMITED,TEZPUR  ASSAM,"ICICI BANK LTD, KAMRUPIYA SANATAN DHARMA MANDALI, TEZPUR TOWN - 784001, SONITPUR DIST, ASSAM",TEZPUR,SONITPUR,ASSAM
46732,ICIC0000710,8,ICICI BANK LIMITED,GOPALGANJ,ICICI BANK LTD- PANJARI ROAD- GOPALGANJ 841428,GOPALGANJ,GOPALGANJ,BIHAR
46733,ICIC0000711,8,ICICI BANK LIMITED,BETTIAH,"ICICI BANK LTD , HOTEL DELHI DARBAR, STATION ROAD, MAHAVAT TOLI. 845438",BETTIAH,PASCHIMI CHAMPARAN,BIHAR
46734,ICIC0000712,8,ICICI BANK LIMITED,PURNIA,"ICICI BANK LTD.,PRATIK, BHATTA BAZAR, PURNIA 854301",PURNEA,PURNIA,BIHAR
46735,ICIC0000713,8,ICICI BANK LIMITED,NEW DELHI - NAJAFGARH,"1643 -A, THANA ROAD, NAJAFGARH. 110043",DELHI,DELHI,DELHI
46736,ICIC0000714,8,ICICI BANK LIMITED,DELHI ┬û LAJPAT NAGAR 4,"ICICI BANK LTD , 17-A,RING ROAD,LAJPAT NAGAR 4,NEW DELHI.110024",DELHI,DELHI,DELHI
46737,ICIC0000715,8,ICICI BANK LIMITED,NEW DELHI - NEW ROHTAK ROAD,"65/7, NEW ROHTAK ROAD, NEW DELHI. 110 005",ROHTAK RD INDTL.COMPLEX,DELHI,DELHI
46738,ICIC0000716,8,ICICI BANK LIMITED,NEW DELHI - OKHLA PHASE 1,"ICICI BANK LTD., A-233, OKHLA PHASE-1, NEW DELHI.110 020",DELHI,DELHI,DELHI
46739,ICIC0000717,8,ICICI BANK LIMITED,NEW DELHI ┬û GUJRAWALA TOWN,"ICICI BANK LTD., A-4, GUJRAWALA TOWN, PART 1. NEW DELHI.110009",DELHI,DELHI,DELHI
46740,ICIC0000718,8,ICICI BANK LIMITED,GHAZIABAD ┬û INDIRAPURAM,"ICICI BANK LTD , AG-1;PLOT NUMBER-3;ADITYA CITY CENTRE;VAIBHAV KHAND ;INDRAPURAM ;GHAZIABAD201012",GHAZIABAD,GHAZIABAD,UTTAR PRADESH
46741,ICIC0000719,8,ICICI BANK LIMITED,NEW DELHI - EAST OF KAILASH,"ICICI BANK LTD., D -138 , EAST OF KAILASH, NEW DELHI. 110 019",DELHI,DELHI,DELHI
46742,ICIC0000720,8,ICICI BANK LIMITED,DELHI (KALKA JI),"L  12, KALKAJI, DELHI-1100019 DELHI",DELHI,DELHI,DELHI
46743,ICIC0000721,8,ICICI BANK LIMITED,DELHI - I P EXTENSION,"ICICI BANK LTD., PLOT 2, LSC, MANDAWALI, FAZALPUR, NEAR MAX BALAJI HOSPITAL, I P EXTENSION, DELHI.110 092",DELHI,DELHI,DELHI
46744,ICIC0000722,8,ICICI BANK LIMITED,DELHI (PAHARGANJ),"RG CITY CENTER, PLOT NO.-4,COMMUNITY CENTER, MOTIA KHAN, PAHARGANJ, NEW DELHI-110085",DELHI,DELHI,DELHI
46745,ICIC0000723,8,ICICI BANK LIMITED,NEW DELHI-SHAHDARA,"ICICI BANK LTD , SG-33,34,35,36,ADITYA NEGA MALL,PLOT 9D, CENTRAL PREMISES,DIST.SHAHDARA , DELHI110092",DELHI,NEW DELHI,DELHI
46746,ICIC0000724,8,ICICI BANK LIMITED,NEW DELHI - SARASWATI VIHAR,"ICICI BANK LTD,VARDHAMAN PREMIUM MALL,LSC, DEEPALI, SARASWATI VIHAR, NEW DELHI 110085",DELHI,DELHI,DELHI
46747,ICIC0000725,8,ICICI BANK LIMITED,AMRELI,"ICICIBANK LTD., SHIV COMPLEX, NEAR BHARAT PETROL PUMP, NEAR S.T.STAND,AMRELI 365601",AMRELI,AMRELI,GUJARAT
46748,ICIC0000726,8,ICICI BANK LIMITED,JAMNAGAR - KHODIYAR COLONY,"ICICI BANK LTD , KHODIYAR COMPLEX, AIRPORT ROAD,JAMNAGAR,GUJARAT 361002",JAMNAGAR,JAMNAGAR,GUJARAT
46749,ICIC0000727,8,ICICI BANK LIMITED,MUNDRA,"ICICI BANK LTD., NEMNATH COMPLEX, ADANI PORT ROAD, SURVEY NO. 135, NEW MUNDRA - 370 421, KUTCH DIST, GUJARAT",MUNDRA,KACHCHH,GUJARAT
46750,ICIC0000728,8,ICICI BANK LIMITED,RAJKOT - GONDAL ROAD,"ICICI BANK LTD. VITT BHAWAN, NEARJIMMY TOWER, GONDAL ROAD RAJKOT360001",GONDAL,RAJKOT,GUJARAT
46751,ICIC0000729,8,ICICI BANK LIMITED,BHIWANI,"ICICI BANK LTD, CIRCULAR ROAD, NEAR OLD BUS STAND, BHIWANI (HARYANA) 127021",BHIWANI,BHIWANI,HARYANA
46752,ICIC0000730,8,ICICI BANK LIMITED,PEHOWA,"403-405, KAITHAL ROAD, PEHOWA, HARYANA.136 128",PEHOWA,KURUKSHETRA,HARYANA
46753,ICIC0000731,8,ICICI BANK LIMITED,SHAHBAD,"ICICI BANK LTD., LADWA ROAD , NEAR NEW GRAIN MARKET, SHAHBAD MARKANDA, DIST. KURUKSHETRA.136 135",SHAHBAD,KURUKSHETRA,HARYANA
46754,ICIC0000732,8,ICICI BANK LIMITED,SAMPLA,"ICICI BANK LTD , SHOP NO 187/188, OPPOSITE TOMAR HOSPITAL, NEAR POST OFFICE, OLD DELHI ROHTAK ROAD, SAMPLA, ROHTAK.124501",SAMPLA,ROHTAK,HARYANA
46755,ICIC0000733,8,ICICI BANK LIMITED,SIRSA,"ICICI BANK LTD, OPPOSITE JAI VILLAS HOTEL, BESIDES BPCL PARMESHWAR SERVICE STATION, DABWALI ROAD, SIRSA.125 055",SIRSA,SIRSA,HARYANA
46756,ICIC0000734,8,ICICI BANK LIMITED,PALWAL,"ICICI BANK LTD , PLOT NO 5,AGRA CHOWK ,NEW COLONY,PALWAL,121102",PALWAL,FARIDABAD,HARYANA
46757,ICIC0000735,8,ICICI BANK LIMITED,BILASPUR,"ICICI BANK LTD., PLOT NO:64 -B MAIN MARKET, BILASPUR , HIMACHAL PRADESH. 174 001",BILASPUR,BILASPUR,HIMACHAL PRADESH
46758,ICIC0000736,8,ICICI BANK LIMITED,KULU,"ICICI BANK LTD., 40/8, NEAR KALA KENDRA, DHALPUR, KULLU (HP). 175 101",KULU,KULU,HIMACHAL PRADESH
46759,ICIC0000737,8,ICICI BANK LIMITED,DALTONGANJ,"ICICI BANK LTD., MAHINDRA ARCADE, NEAR ZILA SCHOOL CHOWK, DALTONGANJ, PALAMAU. 822 101",DALTONGANJ,PALAMAU,JHARKHAND
46760,ICIC0000738,8,ICICI BANK LIMITED,BIDAR,"NO. 8-9- 218/1 SHIVA INTERNATIONAL, BESIDE RELIANCE PETROL PUMP, UDGIR ROAD, BIDAR. 585 403",BIDAR,BIDAR,KARNATAKA
46761,ICIC0000739,8,ICICI BANK LIMITED,CHIKMAGALUR,"ICICI BANK LTD., TARIKERA NANJANA TRUST NO.402613334, M G ROAD, CHIKMAGALUR.577 101",CHIKMAGALUR,CHIKMAGALUR,KARNATAKA
46762,ICIC0000740,8,ICICI BANK LIMITED,MUMBAI - SION(E),"ICICI BANK LTD ,VALUE ENCLAVE,AMBEDKAR ROAD,NEAR SION HOSPITAL,SION (E) MUMBAI,MAHARASHTRA.400022",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46763,ICIC0000741,8,ICICI BANK LIMITED,MANDYA,"SHIVALEELA COMPLEX, BESIDES PADMA SAGAR RESTAURANT, FACTORY CIRCLE, MANDYA.571 401",MANDYA,MANDYA,KARNATAKA
46764,ICIC0000742,8,ICICI BANK LIMITED,ANGAMALY,"ICICI BANK LTD., JOLLYS ARCADE, NH ROAD, ANGAMALY. 683374",ANGAMALY,ERNAKULAM,KERALA
46765,ICIC0000743,8,ICICI BANK LIMITED,PERUMBAVOOR,"ICICI BANK LTD, PLAVADA BUILDING,A.M ROAD, PERUMBAVOOR, ERNAKULAM, DIST. KERALA. 683 542",PERUMBAVOOR,ERNAKULAM,KERALA
46766,ICIC0000744,8,ICICI BANK LIMITED,THODUPUZHA,"ICICI BANK LTD., CHARALIL COMPLEX, OPP. PRIVATE BUS STAND, THODUPUZHA. 685 584",THODUPUZHA,IDUKKI,KERALA
46767,ICIC0000745,8,ICICI BANK LIMITED,PAYYANNUR,"ICICI BANK LTD., SIRAJ MANSION, PERUMBA, PAYYANUR, KANNUR. 670307",PAYYANNUR,CANNUR,KERALA
46768,ICIC0000746,8,ICICI BANK LIMITED,KANJIRAPPALLY,"GRD FLR, NJAVATHIL COMPLEX, KANJIRAPALLY, KOTTAYAM KANJIRAPPALLY - 686507",KANJIRAPPALLY,KOTTAYAM,KERALA
46769,ICIC0000747,8,ICICI BANK LIMITED,PERAMBRA,"ICICI BANK LTD., SAFARI COMMERCIAL COMPLEX, KUTTIADI ROAD, PERAMBRA, CALICUT. 673 525",PURAMERI,KOZHIKODE,KERALA
46770,ICIC0000748,8,ICICI BANK LIMITED,RAMANATTUKARA,"ICICI BANK LTD., CITY GATE , N.H.17, RAMANATTUKARA, CALICUT, KERALA CALICUT - 673001",CALICUT,KOZHIKODE,KERALA
46771,ICIC0000749,8,ICICI BANK LIMITED,MALAPPURAM  KERALA,"ICICI BANK LTD., PEEKEY'S ARCADE, NEAR BUS STAND , DOWNHILL,MALAPPURAM , KERALA - 676519.",MALAPPURAM,MALAPPURAM,KERALA
46772,ICIC0000750,8,ICICI BANK LIMITED,NILAMBUR,"ICICI BANK LTD., GIFTLAND TOWERS MAIN ROAD NILAMBUR MALAPPURAM PIN : 679329",NILAMBUR,MALAPPURAM,KERALA
46773,ICIC0000751,8,ICICI BANK LIMITED,ADOOR,"ICICI BANK LTD., SANKARATHIL COMPLEX, OPP SBI,KARUVATTA, ADOOR.691 523",ADOOR,PATHANAMTHITTA,KERALA
46774,ICIC0000752,8,ICICI BANK LIMITED,ATTINGAL  KERALA,"ICICI BANK LTD., INDIRA TOWER, CHIRAYINKEEZHU ROAD, ATTINGAL, TRIVANDRUM DIST - 695101, KERALA.",ATTINGAL,THIRUVANANTHAPURAM,KERALA
46775,ICIC0000753,8,ICICI BANK LIMITED,NEYYATTINKARA,"ICICI BANK LTD., ASIF COMPLEX, ALLIMMOODU JUCTION, NEYYATINKARA, DIST.TRIVANDRUM.695 121",NEYYATTINKARA,THIRUVANANTHAPURAM,KERALA
46776,ICIC0000754,8,ICICI BANK LIMITED,CHALAKUDY,"ICICI BANK LTD, DR. PULLANS BUILDING , KSRTC ROAD, CHALAKUDY, THRISSUR DIST. 680307",CHALAKUDY,THRISSUR,KERALA
46777,ICIC0000755,8,ICICI BANK LIMITED,GURUVAYUR  KERALA,"ICICI BANK LTD., SREE PADMAM ARCADE, WEST NADA, GURUVAYUR - 680101, THRISSUR DIST., KERALA.",GURUVAYUR,THRISSUR,KERALA
46778,ICIC0000756,8,ICICI BANK LIMITED,KUNNAMKULAM  KERALA,"ICICIBANK LTD,THADATHILAKATHU BUILDING, YESUDAS ROAD,KUNNAMKULAM,- 680503 DIST. THRISSUR, KERALA",KUNNAMKULAM,THRISSUR,KERALA
46779,ICIC0000757,8,ICICI BANK LIMITED,KALPETTA,"ICICI BANK LTD., DELTA COMPLEX,MAIN ROAD, WAYANAD(DIST), KALPETTA. 673583",KALPETTA,WAYANAD,KERALA
46780,ICIC0000758,8,ICICI BANK LIMITED,DAMOH  MADHYA PRADESH,"ICICI BANK LTD., PLOT NO. 22, WARD NO 2, GHANTAGHAR CHOWK, STATION ROAD, DAMOH - 470661",DAMOH,DAMOH,MADHYA PRADESH
46781,ICIC0000759,8,ICICI BANK LIMITED,DEWAS,"ICICI BANK LTD , A-7, A.B. ROAD, KALANI BAUG , DEWAS. 455001",DEWAS,DEWAS,MADHYA PRADESH
46782,ICIC0000760,8,ICICI BANK LIMITED,GUNA,"ICICI BANK LTD., KASTURI GARDENS, A.B ROAD, GUNA. 473 001",GUNA,GUNA,MADHYA PRADESH
46783,ICIC0000761,8,ICICI BANK LIMITED,HARDA,"ICICI BANK LTD., SURVEY NO. 141/1,141/3 SARDAR VALLABH BHAI PATEL WARD ,INDORE ROAD, HARDA - 46133, MP",HARDA,HARDA,MADHYA PRADESH
46784,ICIC0000762,8,ICICI BANK LIMITED,JABALPUR - VIJAY NAGAR,"ICICI BANK LTD., 644 VIJAY NAGAR, NEAR SBI ZONAL OFFICE, JABALPUR. 482 002",JABALPUR,JABALPUR,MADHYA PRADESH
46785,ICIC0000763,8,ICICI BANK LIMITED,KATNI  MADHYA PRADESH,"ICICI BANK LTD , GANESH MOTORS , JABALPUR ROAD ,BARGAWAN,KATNI -483501",KATNI(MURWARA),KATNI,MADHYA PRADESH
46786,ICIC0000764,8,ICICI BANK LIMITED,NARSIMHAPUR  MADHYA PRADESH,"ICICI BANK LTD., ITWARA BAZAR CHURAHA, KANDELI, NARSIMHAPUR - 487001, MP",NARSIMHAPUR,NARSIMHAPUR,MADHYA PRADESH
46787,ICIC0000765,8,ICICI BANK LIMITED,NEEMUCH,"ICICI BANK LTD, VIJAY TALKIES COMPOUND, FEROZE SHAH ROAD, NEEMUCH, MADHYA PRADESH 458441",NEEMUCH,NEEMUCH,MADHYA PRADESH
46788,ICIC0000766,8,ICICI BANK LIMITED,RAJGARH,"ICICI BANK LTD., H NO 11,SHIKSHAK COLONY,NAKA NO.3,RAJGARH 465661",RAJGARH,RAJGARH,MADHYA PRADESH
46789,ICIC0000767,8,ICICI BANK LIMITED,SHAJAPUR,"ICICI BANK LTD., KANHA PALACE, AB ROAD, SHAJAPUR - 456001, MP",SHAJAPUR,SHAJAPUR,MADHYA PRADESH
46790,ICIC0000768,8,ICICI BANK LIMITED,SHRIRAMPUR,"ICICI BANK LTD., SHRADDHA TOWERS, 1135, SANGAMNER ROAD, DIST. AHMEDNAGAR, SHRIRAMPUR.413 709",SHRIRAMPUR,AHMADNAGAR,MAHARASHTRA
46791,ICIC0000769,8,ICICI BANK LIMITED,NANDURBAR,"ROTARI CLUB BUILDING, NEAR ICICI PRUDENTIAL OFFICE, STATION RD, NANDURBAR. 425412",NANDURBAR,NANDURBAR,MAHARASHTRA
46792,ICIC0000770,8,ICICI BANK LIMITED,SHAHADA,"SHOP NO. 8 & 9, SHIBAM COMPLEX, OLD MOHIDA ROAD, NEAR SHAKTI PLAZA, SHAHADA, .425 409",SHAHADA,NANDURBAR,MAHARASHTRA
46793,ICIC0000771,8,ICICI BANK LIMITED,SAWANTWADI,"DIGAMBER MAZA, MUMBAI - GOA HIGHWAY, OPP. BUS STAND, SAWANTWADI SAWANTWADI - 416510",SAWANTWADI,SINDHUDURG,MAHARASHTRA
46794,ICIC0000772,8,ICICI BANK LIMITED,AIZAWL  MIZORAM,"ICICI BANK LTD., VARTE PLAZA, ZARKAWT, AIZAWL - 796007, MIZORAM",AIZAWL,AIZAWL,MIZORAM
46795,ICIC0000773,8,ICICI BANK LIMITED,TALCHER,"ICICI BANK LTD., SHARMA CHHAK, TALCHER, ANGUL,ORISSA. 759 122",TALCHER,ANGUL,ODISHA
46796,ICIC0000774,8,ICICI BANK LIMITED,BHADRAK,"ICICI BANK LTD , DAHANIGADIA, CHARMPA ROAD 756100",BHADRAK,BHADRAK,ODISHA
46797,ICIC0000775,8,ICICI BANK LIMITED,DHENKANAL,"ICICI BANK LTD , PWD ROAD, JAWAHAR CHAK, MAHAVIR BAZAR, DHENKANAL, ORISSA. 759 001",DHENKANAL,DHENKANAL,ODISHA
46798,ICIC0000776,8,ICICI BANK LIMITED,PARADEEP,"ICICI BANK LTD., PLOT NO-48, BHANJA SARANI, BADAPADIA, PARADIP, DIST-JAGATSINGHPUR.ORISSA.754 142",PARADEEP,JAGATSINGHPUR,ODISHA
46799,ICIC0000777,8,ICICI BANK LIMITED,BHAWANIPATNA,"ICICI BANK LTD., BHAWANIPATNA, COLLEGE ROAD, OPPOSITE-INFORMATION OFFICE, BHAWANIPATNA, DIST-KALAHANDI. 766001",BHAWANIPATNA,KALAHANDI,ODISHA
46800,ICIC0000778,8,ICICI BANK LIMITED,PHULBANI,"ICICI BANK LTD , GANESH BAZAR, MAIN ROAD, PHULBANI, DIST- KANDHAMAL.",PHULBANI,PHULABANI,ODISHA
46801,ICIC0000779,8,ICICI BANK LIMITED,JODA,"ICICI BANK LTD., JODA MAIN ROAD, NEAR SATHPATI PETROL PUMP, JODA, KEONJHAR. 758 034",JODA,KEONJHAR,ODISHA
46802,ICIC0000780,8,ICICI BANK LIMITED,NAYAGARH,"ICICI BANK LTD., NAYAGARH BRANCH, NAYAGARH MAIN ROAD, IN FRONT OF N.A.C. HIGH SCHOOL, NAYAGARH.752 070",NAYAGARH,NAYAGARH,ODISHA
46803,ICIC0000781,8,ICICI BANK LIMITED,RAYAGADA  ORISSA,"ICICI BANK LTD., NEW COLONY, OPP. XAVIER SCHOOL, RAYGADA - 765001, ORISSA",RAYAGADA,RAYAGADA,ODISHA
